 Fold  ID_PATCH  N_Parcel  Parcel_Cover   TILE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               dates-S2    id                                                                                                                                                           geometry
    1     10000       119      0.808032 t30uxv                                                                                                                                                                                                                                                                                                 {'0': 20180924, '1': 20180929, '2': 20181004, '3': 20181009, '4': 20181019, '5': 20181024, '6': 20181029, '7': 20181108, '8': 20181113, '9': 20181118, '10': 20181123, '11': 20190117, '12': 20190122, '13': 20190216, '14': 20190221, '15': 20190226, '16': 20190313, '17': 20190328, '18': 20190412, '19': 20190422, '20': 20190427, '21': 20190512, '22': 20190527, '23': 20190601, '24': 20190606, '25': 20190621, '26': 20190626, '27': 20190701, '28': 20190706, '29': 20190711, '30': 20190716, '31': 20190731, '32': 20190810, '33': 20190815, '34': 20190820, '35': 20190825, '36': 20190830, '37': 20190904, '38': 20190914, '39': 20190919, '40': 20190924, '41': 20191009, '42': 20191019} 10000      MULTIPOLYGON (((391504.73555 6956805.91524, 392781.90613 6956707.26166, 392683.24883 6955430.10128, 391406.09215 6955528.74838, 391504.73555 6956805.91524)))
    2     30267        43      0.553176 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30267             POLYGON ((812734.62376 6546793.78624, 814013.76832 6546793.98426, 814013.96974 6545514.84083, 812734.82290 6545514.63828, 812734.62376 6546793.78624))
    1     30268        77      0.510955 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30268             POLYGON ((835753.34851 6596679.71407, 837032.35337 6596679.73976, 837032.38195 6595400.73750, 835753.37679 6595400.70633, 835753.34851 6596679.71407))
    1     30269        34      0.869373 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30269             POLYGON ((822964.00538 6576214.44856, 824243.07344 6576214.55094, 824243.17886 6574935.48480, 822964.10968 6574935.37747, 822964.00538 6576214.44856))
    5     30270        33      0.480735 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30270             POLYGON ((853658.90939 6609469.35432, 854937.83197 6609469.32192, 854937.80259 6608190.40256, 853658.88020 6608190.42873, 853658.90939 6609469.35432))
    1     30271        37      0.382061 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30271             POLYGON ((822962.95596 6603074.76837, 824242.01241 6603074.76642, 824242.01297 6601795.71245, 822962.95648 6601795.70942, 822962.95596 6603074.76837))
    1     30272        52      0.432095 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30272             POLYGON ((814013.19136 6550631.40117, 815292.32481 6550631.58772, 815292.51471 6549352.45550, 814013.37912 6549352.26438, 814013.19136 6550631.40117))
    5     30273        59      0.712029 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30273             POLYGON ((872842.77121 6622257.13451, 874121.59922 6622257.02903, 874121.49690 6620978.20487, 872842.66958 6620978.30335, 872842.77121 6622257.13451))
    4     30274        43      0.695291 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30274             POLYGON ((874124.88117 6646554.88164, 875403.72494 6646554.64107, 875403.48708 6645275.80169, 874124.64498 6645276.03518, 874124.88117 6646554.88164))
    2     30275        49      0.750027 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30275             POLYGON ((876680.32056 6632487.32563, 877959.13462 6632487.16068, 877958.97271 6631208.35077, 876680.15975 6631208.50854, 876680.32056 6632487.32563))
    5     30276        53      0.643361 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30276             POLYGON ((895861.78086 6573664.64627, 897140.48558 6573664.82858, 897140.67247 6572386.12716, 895861.96646 6572385.93698, 895861.78086 6573664.64627))
    2     30277        42      0.462994 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30277             POLYGON ((844707.64739 6631212.10201, 845986.62352 6631211.97137, 845986.49527 6629932.99873, 844707.52022 6629933.12349, 844707.64739 6631212.10201))
    5     30278        54      0.671032 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30278             POLYGON ((844708.27753 6568542.44064, 845987.26149 6568542.59668, 845987.42116 6567263.61491, 844708.43575 6567263.45305, 844708.27753 6568542.44064))
